universal_bigg_id,name,MNX,smiles_ok
pc205n3226n3,"Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
pc226n31619Z,"Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))",,
pc180182n6,"Phosphatidylcholine(18:0/18:2(9Z,12Z))",,
pc182n6160,"Phosphatidylcholine(18:2(9Z,12Z)/16:0)",,
pc182n61619Z,"Phosphatidylcholine(18:2(9Z,12Z)/16:1(9Z))",,
pc182n6180,"Phosphatidylcholine(18:2(9Z,12Z)/18:0)",,
pc182n61819Z,"Phosphatidylcholine(18:2(9Z,12Z)/18:1(9Z))",,
pc182_9_12,"Phosphatidylcholine(18:2(9Z,12Z)/18:2(9Z,12Z))",,
pc205n3182n6,"Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
pc160183n6,"Phosphatidylcholine(16:0/18:3(6Z,9Z,12Z))",,
pc1619Z183n6,"Phosphatidylcholine(16:1(9Z)/18:3(6Z,9Z,12Z))",,
pc182n6183n6,"Phosphatidylcholine(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",,
pc1819Z183n6,"Phosphatidylcholine(18:1(9Z)/18:3(6Z,9Z,12Z))",,
pc205n3183n6,"Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",,
pc226n3183n6,"Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))",,
pc160183n3,"Phosphatidylcholine(16:0/18:3(9Z,12Z,15Z))",,
pc1619Z183n3,"Phosphatidylcholine(16:1(9Z)/18:3(9Z,12Z,15Z))",,
pc182n6183n3,"Phosphatidylcholine(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))",,
pc1819Z183n3,"Phosphatidylcholine(18:1(9Z)/18:3(9Z,12Z,15Z))",,
pc140184n3,"Phosphatidylcholine(14:0/18:4(6Z,9Z,12Z,15Z))",,
pc1619Z184n3,"Phosphatidylcholine(16:1(9Z)/18:4(6Z,9Z,12Z,15Z))",,
pc180184n3,"Phosphatidylcholine(18:0/18:4(6Z,9Z,12Z,15Z))",,
hd6912ea,"(6Z,9Z,12Z)-hexadecatrienoate (C16:3)",,
hd691215ea,"(6Z,9Z,12Z,15Z)-hexadecatetraenoate (C16:4)",,
behencoa,Docosanoyl-CoA,,
1agpc140,1-14:0-2-lysophosphatidylcholine,,
1agpc160,1-16:0-2-lysophosphatidylcholine,,
1agpc180,1-18:0-2-lysophosphatidylcholine,,
1agpc181,1-18:1(9Z)-2-lysophosphatidylcholine,,
1agpc205,"1-20:5(5Z,8Z,11Z,14Z,17Z)-2-lysophosphatidylcholine",,
3oeicoscoa,3-oxo-eicosanoyl-CoA,,
3heicoscoa,3-hydroxyeicosanoyl-CoA,,
3odocoscoa,3-oxo-docosanoyl-CoA,,
3httccoa,3-hydroxytetracosanoyl-CoA,,
ttc2coa,(2E)-tetracosenoyl-CoA,,
pc140203n6,"Phosphatidylcholine(14:0/20:3(8Z,11Z,14Z))",,
pc160203n6,"Phosphatidylcholine(16:0/20:3(8Z,11Z,14Z))",,
pc1619Z203n6,"Phosphatidylcholine(16:1(9Z)/20:3(8Z,11Z,14Z))",,
pc180203n6,"Phosphatidylcholine(18:0/20:3(8Z,11Z,14Z))",,
pc182n6203n3,"Phosphatidylcholine(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))",,
pc1819Z203n6,"Phosphatidylcholine(18:1(9Z)/20:3(8Z,11Z,14Z))",,
pc205n3203n3,"Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(8Z,11Z,14Z,17Z))",,
pc205n3203n6,"Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))",,
pc226n3203n3,"Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z))",,
pc226n3203n6,"Phosphatidylcholine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))",,
pc180204n6,"Phosphatidylcholine(18:0/20:4(5Z,8Z,11Z,14Z))",,
pc182n6204n6,"Phosphatidylcholine(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",,
docos710131619coa,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA",,
pc160225n3,"Phosphatidylcholine(16:0/22:5(7Z,10Z,13Z,16Z,19Z))",,
pc182n6225n3,"Phosphatidylcholine(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))",,
pc1819Z225n3,"Phosphatidylcholine(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",,
pc205n3225n3,"Phosphatidylcholine(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z))",,
pa140182n6,"1-tetradecanoyl-2-9,12-octadecadienoyl-sn-glycerol-3-phosphate",,
pa160182n6,"1-hexadecanoyl-2-9,12-octadecadienoyl-sn-glycerol-3-phosphate",,
pa180182n6,"1-octadecanoyl-2-9,12-octadecadienoyl-sn-glycerol-3-phosphate",,
pa182n6140,"1-9,12-octadecadienoyl-2-tetradecanoyl-sn-glycerol-3-phosphate",,
pa182n61819Z,"1-9,12-octadecadienoyl-2-9-octadecenoyl-sn-glycerol-3-phosphate",,
pa1819Z182n6,"1-9-octadecenoyl-2-9,12-octadecadienoyl-sn-glycerol-3-phosphate",,
pa226n3182n6,"1-4,7,10,13,16,19-docosahexaenoyl-2-9,12-octadecadienoyl-sn-glycerol-3-phosphate",,
pa140183n6,"1-tetradecanoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate",,
pa1619Z183n6,"1-9-hexadecenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate",,
pa180183n6,"1-octadecanoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate",,
pa1819Z183n6,"1-9-octadecenoyl-2-6,9,12-octadecatrienoyl-sn-glycerol-3-phosphate",,
pa1619Z183n3,"1-9-hexadecenoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate",,
pa180183n3,"1-octadecanoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate",,
pa1819Z183n3,"1-9-octadecenoyl-2-9,12,15-octadecatrienoyl-sn-glycerol-3-phosphate",,
pa160204n6,"1-hexadecanoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate",,
pa1619Z204n6,"1-9-hexadecenoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate",,
pa180204n6,"1-octadecanoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate",,
pa182n6204n6,"1-9,12-octadecadienoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate",,
pa226n3204n6,"1-4,7,10,13,16,19-docosahexaenoyl-2-5,8,11,14-eicosatetraenoyl-sn-glycerol-3-phosphate",,
12dgr160182n6,"1,2-Diacyl-sn-glycerol(16:0/18:2(9Z,12Z))",,
12dgr182n6140,"1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/14:0)",,
12dgr182n61619Z,"1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/16:1(9Z))",,
12dgr182n6180,"1,2-Diacyl-sn-glycerol(18:2(9Z,12Z)/18:0)",,
12dgr205n3182n6,"1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
12dgr226n3182n6,"1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",,
12dgr1819Z183n6,"1,2-Diacyl-sn-glycerol(18:1(9Z)/18:3(6Z,9Z,12Z))",,
12dgr205n3183n6,"1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",,
12dgr226n3183n6,"1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))",,
12dgr140183n3,"1,2-Diacyl-sn-glycerol(14:0/18:3(9Z,12Z,15Z))",,
12dgr1619Z183n3,"1,2-Diacyl-sn-glycerol(16:1(9Z)/18:3(9Z,12Z,15Z))",,
12dgr180183n3,"1,2-Diacyl-sn-glycerol(18:0/18:3(9Z,12Z,15Z))",,
12dgr205n3183n3,"1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))",,
12dgr160204n6,"1,2-Diacyl-sn-glycerol(16:0/20:4(5Z,8Z,11Z,14Z))",,
12dgr180204n6,"1,2-Diacyl-sn-glycerol(18:0/20:4(5Z,8Z,11Z,14Z))",,
12dgr226n3204n6,"1,2-Diacyl-sn-glycerol(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",,
cdp12dgr160,"CDP-1,2-diacyl-sn-glycerol(16:0/16:0)",,
cdp12dgr160205n3,"CDP-1,2-diacyl-sn-glycerol(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",,
cdp12dgr1619Z160,"CDP-1,2-diacyl-sn-glycerol(16:1(9Z)/16:0)",,
cdp12dgr205n31619Z,"CDP-1,2-diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
cdp12dgr160182n6,"CDP-1,2-diacyl-sn-glycerol(16:0/18:2(9Z,12Z))",,
cdp12dgr182_9_12,"CDP-1,2-diacyl-sn-glycerol(18:2(9Z,12Z)/18:2(9Z,12Z))",,
cdp12dgr205n3182n6,"CDP-1,2-diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
pe140180,Phosphatidylethanolamine(14:0/18:0),,
pe140205n3,"Phosphatidylethanolamine(14:0/20:5(5Z,8Z,11Z,14Z,17Z))",,
pe140226n3,"Phosphatidylethanolamine(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
pe1601619Z,Phosphatidylethanolamine(16:0/16:1(9Z)),,
pe160180,Phosphatidylethanolamine(16:0/18:0),,
pe160226n3,"Phosphatidylethanolamine(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
pe1619Z180,Phosphatidylethanolamine(16:1(9Z)/18:0),,
pe1619Z1819Z,Phosphatidylethanolamine(16:1(9Z)/18:1(9Z)),,
pe1619Z226n3,"Phosphatidylethanolamine(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
pe180205n3,"Phosphatidylethanolamine(18:0/20:5(5Z,8Z,11Z,14Z,17Z))",,
pe1819Z140,Phosphatidylethanolamine(18:1(9Z)/14:0),,
pe1819Z1619Z,Phosphatidylethanolamine(18:1(9Z)/16:1(9Z)),,
pe205n3160,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",,
pe205n31619Z,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
pe205n3,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
pe226n3140,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)",,
pe226n3160,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:0)",,
pe226n31819Z,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))",,
pe140182n6,"Phosphatidylethanolamine(14:0/18:2(9Z,12Z))",,
pe160182n6,"Phosphatidylethanolamine(16:0/18:2(9Z,12Z))",,
pe182n61819Z,"Phosphatidylethanolamine(18:2(9Z,12Z)/18:1(9Z))",,
pe1819Z182n6,"Phosphatidylethanolamine(18:1(9Z)/18:2(9Z,12Z))",,
pe182n6205n3,"Phosphatidylethanolamine(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
pe226n3182n6,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))",,
pe140183n6,"Phosphatidylethanolamine(14:0/18:3(6Z,9Z,12Z))",,
pe1619Z183n6,"Phosphatidylethanolamine(16:1(9Z)/18:3(6Z,9Z,12Z))",,
pe182n6183n6,"Phosphatidylethanolamine(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))",,
pe226n3183n6,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))",,
pe160183n3,"Phosphatidylethanolamine(16:0/18:3(9Z,12Z,15Z))",,
pe1619Z183n3,"Phosphatidylethanolamine(16:1(9Z)/18:3(9Z,12Z,15Z))",,
pe180183n3,"Phosphatidylethanolamine(18:0/18:3(9Z,12Z,15Z))",,
pe1819Z183n3,"Phosphatidylethanolamine(18:1(9Z)/18:3(9Z,12Z,15Z))",,
pe205n3183n3,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/18:3(9Z,12Z,15Z))",,
pe226n3183n3,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))",,
pe140204n6,"Phosphatidylethanolamine(14:0/20:4(5Z,8Z,11Z,14Z))",,
pe160204n6,"Phosphatidylethanolamine(16:0/20:4(5Z,8Z,11Z,14Z))",,
pe1619Z204n6,"Phosphatidylethanolamine(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))",,
pe182n6204n6,"Phosphatidylethanolamine(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))",,
pe205n3204n6,"Phosphatidylethanolamine(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))",,
pe226n3204n6,"Phosphatidylethanolamine(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))",,
pail1601619Z,Phosphatidylinositol(16:0/16:1(9Z)),,
pail1619Z160,Phosphatidylinositol(16:1(9Z)/16:0),,
pail161,Phosphatidylinositol(16:1(9Z)/16:1(9Z)),,
pail205n31619Z,"Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
pail1619Z182n6,"Phosphatidylinositol(16:1(9Z)/18:2(9Z,12Z))",,
pail182n6160,"Phosphatidylinositol(18:2(9Z,12Z)/16:0)",,
pail182n61619Z,"Phosphatidylinositol(18:2(9Z,12Z)/16:1(9Z))",,
pail205n3182n6,"Phosphatidylinositol(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
pail4p1601619Z,1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/16:1(9Z)),,
pail4p160205n3,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail4p161,1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/16:1(9Z)),,
pail4p1619Z205n3,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail4p182n6160,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/16:0)",,
pail4p182_9_12,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/18:2(9Z,12Z))",,
pail4p182n6205n3,"1-Phosphatidyl-1D-myo-inositol 4-phosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail45p160,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/16:0)",,
pail45p160205n3,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail45p1619Z160,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:1(9Z)/16:0)",,
pail45p205n3160,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",,
pail45p205n3,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail45p160182n6,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(16:0/18:2(9Z,12Z))",,
pail45p182n6205n3,"1-Phosphatidyl-1D-myo-inositol 4,5-bisphosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail3p160,1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/16:0),,
pail3p160205n3,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:0/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail3p1619Z160,1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/16:0),,
pail3p1619Z205n3,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail3p205n31619Z,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
pail3p182n6160,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/16:0)",,
pail3p182n6205n3,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
pail3p205n3182n6,"1-Phosphatidyl-1D-myo-inositol 3-phosphate(20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
1agpe182,"1-18:2(9Z,12Z)-2-lysophosphatidylethanolamine",,
tag1619Z140183n6,"Triacylglycerol (16:1(9Z)/14:0/18:3(6Z,9Z,12Z))",,
tag1819Z160160,Triacylglycerol (18:1(9Z)/16:0/16:0),,
tag160160182n6,"Triacylglycerol (16:0/16:0/18:2(9Z,12Z))",,
tag182n6205n3182n6,"Triacylglycerol (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
tag182n6205n3183n6,"Triacylglycerol (18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",,
tag226n3205n3226n3,"Triacylglycerol (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
tag140205n3183n6,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",,
tag182n61601619Z,"Triacylglycerol (18:2(9Z,12Z)/16:0/16:1(9Z))",,
tag140205n3226n3,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
tag140205n3182n6,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
tag140205n3140,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/14:0)",,
tag1819Z1601619Z,Triacylglycerol (18:1(9Z)/16:0/16:1(9Z)),,
tag1619Z204n6160,"Triacylglycerol (16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:0)",,
tag1619Z140160,Triacylglycerol (16:1(9Z)/14:0/16:0),,
tag160205n3204n6,"Triacylglycerol (16:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))",,
tag160205n3183n6,"Triacylglycerol (16:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",,
tag160205n3226n3,"Triacylglycerol (16:0/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
tag160205n3182n6,"Triacylglycerol (16:0/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
tag1619Z204n61619Z,"Triacylglycerol (16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",,
tag1601619Z160,Triacylglycerol (16:0/16:1(9Z)/16:0),,
tag1619Z1401619Z,Triacylglycerol (16:1(9Z)/14:0/16:1(9Z)),,
tag1619Z205n3204n6,"Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))",,
tag1619Z205n3226n3,"Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
tag1619Z205n3182n6,"Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
tag1619Z205n31819Z,"Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))",,
tag140205n31619Z,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
tag160205n3160,"Triacylglycerol (16:0/20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",,
tag1601619Z1619Z,Triacylglycerol (16:0/16:1(9Z)/16:1(9Z)),,
tag205n3205n3182n6,"Triacylglycerol (20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:2(9Z,12Z))",,
tag205n3205n3183n6,"Triacylglycerol (20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/18:3(6Z,9Z,12Z))",,
tag205n3205n3226n3,"Triacylglycerol (20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",,
tag1619Z205n3160,"Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",,
tag205n3205n3160,"Triacylglycerol (20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",,
tag160205n3205n3,"Triacylglycerol (16:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
tag1619Z205n31619Z,"Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
tag1619Z1619Z1619Z,Triacylglycerol (16:1(9Z)/16:1(9Z)/16:1(9Z)),,
tag1619Z205n3205n3,"Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))",,
tag205n3205n3204n6,"Triacylglycerol (20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z))",,
mag182n6,"1-acylglycerol (18:2(9Z,12Z))",,
1tdecg3p,1-tetradecanoyl-sn-glycerol 3-phosphate,MNXM3426,CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)(O)O
pa205n31619Z,"1-5,8,11,14,17-eicosapentaenoyl-2-9-hexadecenoyl-sn-glycerol-3-phosphate",,
12dgr1619Z160,"1,2-Diacyl-sn-glycerol(16:1(9Z)/16:0)",,
12dgr205n31619Z,"1,2-Diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
mgdg1619Z160,"1,2-Diacyl-3-O-galactosyl-sn-glycerol(16:1(9Z)/16:0)",,
mgdg161,"1,2-Diacyl-3-beta-D-galactosyl-sn-glycerol (n-C16 1)",MNXM146469,
mgdg205n31619Z,"1,2-Diacyl-3-O-galactosyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
mgdg1819Z162n4,"1,2-Diacyl-3-O-galactosyl-sn-glycerol(18:1(9Z)/16:2(9Z,12Z))",,
mgdg140163n4,"1,2-Diacyl-3-O-galactosyl-sn-glycerol(14:0/16:3(6Z,9Z,12Z))",,
mgdg1619Z163n4,"1,2-Diacyl-3-O-galactosyl-sn-glycerol(16:1(9Z)/16:3(6Z,9Z,12Z))",,
mgdg1819Z163n4,"1,2-Diacyl-3-O-galactosyl-sn-glycerol(18:1(9Z)/16:3(6Z,9Z,12Z))",,
mgdg205n3163n4,"1,2-Diacyl-3-O-galactosyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:3(6Z,9Z,12Z))",,
mgdg205n3164n1,"1,2-Diacyl-3-O-galactosyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:4(6Z,9Z,12Z,15Z))",,
dgdg1619Z160,Digalactosyl-diacylglycerol(16:1(9Z)/16:0),,
dgdg161,Digalactosyl-diacylglycerol(n-C16 1),MNXM147087,
dgdg205n31619Z,"Digalactosyl-diacylglycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
dgdg1819Z162n4,"Digalactosyl-diacylglycerol(18:1(9Z)/16:2(9Z,12Z))",,
dgdg205n3162n4,"Digalactosyl-diacylglycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:2(9Z,12Z))",,
sqdg1401619Z,Sulfoquinovosyl diacylglycerol(14:0/16:1(9Z)),,
sqdg205n31619Z,"Sulfoquinovosyl diacylglycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z))",,
cdp12dgr205n3160,"CDP-1,2-diacyl-sn-glycerol(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",,
pgp160,"Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)",MNXM32180,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)COP(=O)([O-])[O-])OC(=O)CCCCCCCCCCCCCCC
pgp1619Z160,Phosphatidylglycerophosphate(16:1(9Z)/16:0),,
pg160,"Phosphatidylglycerol (dihexadecanoyl, n-C16:0)",MNXM32179,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](O)CO)OC(=O)CCCCCCCCCCCCCCC
pg1619Z160,Phosphatidylglycerol(16:1(9Z)/16:0),,
pg1601613E,Phosphatidylglycerol(16:0/16:1(3E)),,
pg1619Z1613E,Phosphatidylglycerol(16:1(9Z)/16:1(3E)),,
12dgr140162n4,"1,2-Diacyl-sn-glycerol(14:0/16:2(9Z,12Z))",,
12dgr1819Z162n4,"1,2-Diacyl-sn-glycerol(18:1(9Z)/16:2(9Z,12Z))",,
12dgr140163n4,"1,2-Diacyl-sn-glycerol(14:0/16:3(6Z,9Z,12Z))",,
tag1619Z1601819Z,Triacylglycerol (16:1(9Z)/16:0/18:1(9Z)),,
tag1619Z1619Z160,Triacylglycerol (16:1(9Z)/16:1(9Z)/16:0),,
tag1819Z1619Z1619Z,Triacylglycerol (18:1(9Z)/16:1(9Z)/16:1(9Z)),,
tag1819Z1619Z1819Z,Triacylglycerol (18:1(9Z)/16:1(9Z)/18:1(9Z)),,
hd912ea,"(9Z,12Z)-hexadecadienoate",,
dggl,3-(6-O-alpha-D-galactosyl-beta-D-Galactosyl)-sn-glycerol,,
hd691215coa,"(6Z,9Z,12Z,15Z)-hexadecatetraenoyl-CoA (C16:4)",,
tag226n3205n3164n1,"Triacylglycerol (22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:4(6Z,9Z,12Z,15Z))",,
tag140205n3164n1,"Triacylglycerol (14:0/20:5(5Z,8Z,11Z,14Z,17Z)/16:4(6Z,9Z,12Z,15Z))",,
tag1619Z205n3164n1,"Triacylglycerol (16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/16:4(6Z,9Z,12Z,15Z))",,
